policy_name,scenario_name,seed,step,uav1_x,uav1_y,uav2_x,uav2_y,target_x,target_y,action,uav1_action,uav2_action,uav1_action_name,uav2_action_name,reward,cum_reward,distance_uav1_target,distance_uav2_target,mean_distance_to_target,distance_uav1_uav2,success,collision,done,truncated,near_border
bc,default,42,0,4.108602847426968,-0.7610504155958758,5.408678171596861,3.2776061481128607,-6.336478612603396,7.781596209354267,18,3,3,accelerate,accelerate,-2.607270883560753,-2.607270883560753,13.493573954495602,12.579134881111925,13.036354417803764,4.24275178252312,False,False,False,False,False
bc,default,42,1,3.798971566781697,-0.5078144188537668,5.0351975818677195,3.42082712805495,-6.559610432998069,7.751827772091607,18,3,3,accelerate,accelerate,-2.5625751422424004,-5.169846025803153,13.248468219707751,12.377283202716251,12.812875711212001,4.118553042571235,False,False,False,False,False
bc,default,42,2,3.447129993658029,-0.22726583585634252,4.613645976298529,3.5782890086547887,-6.63713161845852,8.007886765400768,18,3,3,accelerate,accelerate,-2.511097763351196,-7.680943789154349,13.01960332066992,12.091374312842037,12.555488816755979,3.980327525761903,False,False,False,False,False
bc,default,42,3,3.0598577640922184,0.08899389949914954,4.148406157248027,3.761460815355098,-6.550812546410121,8.201543733363266,18,3,3,accelerate,accelerate,-2.4160839288393605,-10.09702771799371,12.576901392000329,11.583937896393275,12.080419644196802,3.8303982628831945,False,False,False,False,False
bc,default,42,4,2.677781527229325,0.4115117272617251,3.686593481828323,3.9531090682083274,-6.584764027113723,8.037886966434133,18,3,3,accelerate,accelerate,-2.305196756900704,-12.402224474894414,11.998181088604312,11.05378648040273,11.52598378450352,3.682473799654506,False,False,False,False,False
bc,default,42,5,2.291783621132522,0.7293255351569827,3.2219853800184977,4.137877333158429,-6.5520131549042215,7.776177320096639,18,3,3,accelerate,accelerate,-2.1737202838427594,-14.575944758737172,11.307999889226437,10.429202949201153,10.868601419213796,3.5331997780897497,False,False,False,False,False
bc,default,42,6,1.9007420194933777,1.0409125467404132,2.7533973880822886,4.312305810802394,-6.355434451708672,7.855175959569878,18,3,3,accelerate,accelerate,-2.0478649114242313,-16.623809670161403,10.705075234815334,9.773573879426978,10.239324557121156,3.3806855910796547,False,False,False,False,False
bc,default,42,7,1.5151222881928872,1.3591851073417593,2.2874044999042638,4.49355323331511,-6.200581807657448,7.767891540447799,18,3,3,accelerate,accelerate,-1.9127783193624923,-18.536587989523895,10.030134986153296,9.097648207471625,9.56389159681246,3.2281083258842953,False,False,False,False,False
bc,default,42,8,1.130496153724012,1.678657698785111,1.8209110658873942,4.673508438905691,-5.918162993020506,8.003764213241118,18,3,3,accelerate,accelerate,-1.7895703077715053,-20.3261582972954,9.470510450139368,8.425192627575683,8.947851538857526,3.0734026268190697,False,False,False,False,False
bc,default,42,9,0.7583589186797915,2.0125946363850757,1.3616293378009712,4.871145212422031,-5.75113289477625,7.820547437952298,18,3,3,accelerate,accelerate,-1.642388717014204,-21.968547014309603,8.723863789324302,7.7000233808177345,8.211943585071019,2.92151443507436,False,False,False,False,False
