policy_name,scenario_name,seed,step,uav1_x,uav1_y,uav2_x,uav2_y,target_x,target_y,action,uav1_action,uav2_action,uav1_action_name,uav2_action_name,reward,cum_reward,distance_uav1_target,distance_uav2_target,mean_distance_to_target,distance_uav1_uav2,success,collision,done,truncated,near_border
expert_v2,near_uavs,42,0,1.7197003565263764,0.013301997027163864,2.151605444768472,-0.5139026510363367,-6.336478612603396,7.781596209354267,18,3,3,accelerate,accelerate,-2.3060010374975763,-2.3060010374975763,11.191443809979283,11.868566564996478,11.53000518748788,0.6815326449915452,False,False,False,False,False
expert_v2,near_uavs,42,1,1.431759708083995,0.2909531864259868,1.865536052617765,-0.2343238555697903,-6.559610432998069,7.751827772091607,18,3,3,accelerate,accelerate,-2.2541515449783667,-4.5601525824759435,10.93282426067524,11.608691189108425,11.270757724891833,0.6812326239434758,False,False,False,False,False
expert_v2,near_uavs,42,2,1.1028312923568748,0.5980461647358906,1.538943170029568,0.07525180407213344,-6.63713161845852,8.007886765400768,18,3,3,accelerate,accelerate,-2.210695032286857,-6.7708476147628005,10.715071795749179,11.391878527119392,11.053475161434285,0.6808138610435517,False,False,False,False,False
expert_v2,near_uavs,42,3,0.741659521492682,0.9438133579899977,1.1800877464475747,0.42342243029696036,-6.550812546410121,8.201543733363266,18,3,3,accelerate,accelerate,-2.1255161315996705,-8.896363746362471,10.288576143605022,10.966585172391682,10.627580657998351,0.6804601575862602,False,False,False,False,False
expert_v2,near_uavs,42,4,0.387262957472717,1.2965215594977637,0.8276124694433804,0.7780506568960517,-6.584764027113723,8.037886966434133,18,3,3,accelerate,accelerate,-2.007358621246143,-10.903722367608614,9.698204360789672,10.375381851671756,10.036793106230714,0.6802350840242183,False,False,False,False,False
expert_v2,near_uavs,42,5,0.027813582866078712,1.6440789606488493,0.47040265285418337,1.1279094097268367,-6.5520131549042215,7.776177320096639,18,3,3,accelerate,accelerate,-1.866451491005934,-12.770173858614548,8.994262070287881,9.670252839771459,9.33225745502967,0.679938298797742,False,False,False,False,False
expert_v2,near_uavs,42,6,-0.33796554867081785,1.9849684250388677,0.10730895074968039,1.4716578111660965,-6.355434451708672,7.855175959569878,18,3,3,accelerate,accelerate,-1.7490352960027253,-14.519209154617274,8.406501561142557,9.083851398884693,8.745176480013626,0.6795271636576543,False,False,False,False,False
expert_v2,near_uavs,42,7,-0.6958712041489808,2.3341153021217744,-0.24841810370498857,1.8230240911774331,-6.200581807657448,7.767891540447799,18,3,3,accelerate,accelerate,-1.6147313840458826,-16.133940538663158,7.734840853991443,8.412472986467382,8.073656920229412,0.6792852883741077,False,False,False,False,False
expert_v2,near_uavs,42,8,-1.0517098508270084,2.6853685690536993,-0.6021882562824371,2.1763605868091873,-5.918162993020506,8.003764213241118,18,3,3,accelerate,accelerate,-1.5096715204257103,-17.643612059088866,7.208862490939654,7.8878527133174465,7.548357602128551,0.6790867322739588,False,False,False,False,False
expert_v2,near_uavs,42,9,-1.3892425162308655,3.054247546206597,-0.9391604925770405,2.545751588278652,-5.75113289477625,7.820547437952298,18,3,3,accelerate,accelerate,-1.3600863091207143,-19.00369836820958,6.460936645139146,7.139926446067995,6.800431545603571,0.6790743458895945,False,False,False,False,False
