step,uav1_x,uav1_y,uav2_x,uav2_y,target_x,target_y,action,reward,done,success,collision,near_border,distance_uav1_target,distance_uav2_target,distance_uav1_uav2
0,3.154742420107885,-4.647757546239505,-2.7959763715916535,4.549390114778777,7.680068902104668,-5.915796667301058,18,-1.950731714567506,False,False,False,False,4.699627961999113,14.807689183675945,10.954386301224732
1,3.5399070772754975,-4.755684312469924,-2.512987036962854,4.266694100504877,7.595857037118279,-6.114025117476829,18,-1.8766945850019028,False,False,False,False,4.277361315027696,14.489584534991332,10.864660113648055
2,3.9666134851529047,-4.8985886212795595,-2.1990387783118868,3.9443022723050514,7.6491126264421165,-6.043940609182562,18,-1.7883303743603571,False,False,False,False,3.8565050371792777,14.026798706424293,10.78016638043264
3,4.444053434768874,-5.047084730692233,-1.8479910584838573,3.5882608443734956,7.4123440342911415,-6.004501978567064,18,-1.6452103090579522,False,False,False,False,3.1188775015605343,13.333225589018987,10.684522315287627
4,4.919912233012325,-5.200572202931169,-1.5007256863145884,3.228529331586335,7.115121820288173,-6.025430458921771,18,-1.4988981904103569,False,False,False,False,2.345066368899536,12.643915535204032,10.595958850915945
5,5.387960731849906,-5.376443186142975,-1.160014476934316,2.8625841556342095,7.4004951388652955,-5.845773395850872,18,-1.4277915279084683,False,False,False,False,2.0665346803683806,12.211380598716302,10.524141336631924
6,5.8748953151729,-5.489998069631365,-0.8095008905876779,2.5060168747650615,7.458588558887767,-5.950563602801239,18,-1.3476182930581986,False,False,False,False,1.6493043686755238,11.826878561906462,10.421967550640206
7,6.355004770344796,-5.629622247532419,-0.4599543299209279,2.148501557714105,7.2823949057190855,-5.984928262545537,18,-1.222240034437161,False,False,False,False,0.9931237724946701,11.22927657187694,10.341318942380477
8,6.0868652184212,-6.051642603314238,-0.11521488094207422,1.7863486724325484,7.149219745564294,-5.759953558469803,13,-1.1576340157730662,False,False,False,False,1.101671294090795,10.474668863639868,9.994993986871663
9,6.569021072368475,-5.919257813763574,0.23154713707851415,1.426131928154483,6.977114153004675,-5.895406555916635,18,-1.0364069500488335,False,False,False,False,0.4087894873452902,9.955280013143044,9.70146001080016
10,6.824341477390198,-6.349154883746079,0.5703405716690333,1.0584105544510232,7.16142334488539,-6.034387360331648,13,-1.0143663453168328,False,False,False,False,0.46119711533193775,9.68246633783639,9.694563066478725
11,7.263387453492539,-6.588400846864253,0.9107023422780482,0.6921403466700786,7.022261066625967,-6.291858289793554,8,-0.96626875790549,False,False,False,False,0.382203378579202,9.280484200475698,9.662447319028269
12,7.702433429594881,-6.8276468099824275,1.2399717312628737,0.31586694942073856,7.0025863549211715,-6.4333350258292725,3,-0.9677937937761096,False,False,False,False,0.8032855725402969,8.874652365220799,9.632922715001431
13,7.282273519971827,-7.098692286509057,1.5646387935041859,-0.0643846760795293,7.2359515777400665,-6.561544038303704,13,-0.9163344359799844,False,False,False,False,0.5391418763945186,8.624202483405325,9.06492307873903
14,7.239314565882102,-6.600541176640258,1.8934409520312272,-0.44106642576745675,7.400211736759189,-6.569197121672333,18,-0.8402763341315485,False,False,False,False,0.16392177822999252,8.238841563085492,8.155825764562811
15,7.730088801662226,-6.504934432660372,2.2276366482685055,-0.8129713015307101,7.381023164919955,-6.290238996704046,18,-0.7930301584444485,False,False,False,False,0.40980598943251656,7.520495595011967,7.916781163233362
16,8.22086303744235,-6.409327688680486,2.570259448291783,-1.1771273352637914,7.619959565506882,-6.542818406445515,3,-0.7983734802143658,False,False,False,False,0.6155523976994335,7.368182404444224,7.700989641598998
17,7.732762045405534,-6.517759333382007,2.9129287688944663,-1.5412395936645424,7.467082127901842,-6.731946159239538,18,-0.7246606973061559,False,False,False,False,0.34126502155318056,6.905341951508378,6.9279536324343995
18,7.3435045758082715,-6.831572370655376,3.2426845862738345,-1.9170867712573303,7.710367070326404,-6.699646933907433,18,-0.6934559779107362,False,False,False,False,0.3898620406569514,6.54469773845041,6.40069475082635
19,7.81400754385812,-6.6623773439664,3.584005351769598,-2.282463474183757,7.633362458822319,-6.49930871535006,18,-0.6089647300650323,False,False,False,False,0.2433598660141095,5.8462874346362135,6.089052804155016
20,8.284510511907968,-6.493182317277423,3.930324032840801,-2.643106470984059,7.542626005878887,-6.390316284159471,3,-0.595381696003982,False,False,False,False,0.7489820031585782,5.204834956881242,5.8122305457287995
21,7.789248607816525,-6.424511753309164,4.277338107539011,-3.0030804033199225,7.37963634773233,-6.67599291068265,18,-0.5288408957720996,False,False,False,False,0.4806505759126793,4.807758381808316,4.903030475598603
22,7.363146694481244,-6.686116721633568,4.599972690417785,-3.385058054407835,7.497307737821774,-6.7738812512216935,18,-0.4618868357047927,False,False,False,False,0.1603178037650357,4.458550553282891,4.304894760757598
23,7.781568854059847,-6.959837192869422,4.924891631313346,-3.7650944761456824,7.402503296454493,-6.908376730417466,18,-0.4384889819201009,False,False,False,False,0.38254264619572403,4.002347173005284,4.285672150435453
24,7.323446011278332,-7.160145607375111,5.234411465306253,-4.15777433603794,7.253309538124995,-6.866313413122606,13,-0.3680271801301792,False,False,False,False,0.3020868802937831,3.3781849210080086,3.657635655066746
25,7.207359418763741,-6.673808375571549,5.533225491185027,-4.558661075576827,7.153623270746825,-6.910954737892181,18,-0.3099550180965655,False,False,False,False,0.24315832448346195,2.8563918564821926,2.6975122813705767
26,7.096863205790018,-7.161446137561395,5.816869658543319,-4.970420697593874,6.974781154311876,-6.907858935321064,18,-0.2538527100579562,False,False,False,False,0.2814435936971918,2.25708350688237,2.5375137358402724
27,6.879977737063572,-6.710934546750115,6.073375785196989,-5.399611339371082,7.026013490516584,-6.955678838782337,18,-0.2109519773807564,False,False,False,False,0.2850021223937499,1.824517651413814,1.5395373535467785
28,7.136178905367949,-7.140307300146826,6.334441416593155,-5.826043908605329,6.96808161017364,-6.689313148766086,18,-0.15521593565934055,False,False,False,False,0.4813028414951193,1.070856515098286,1.5395035768886898
