target_absolute_score,uav_absolute_score,target_relative_score,inter_uav_coordination_score,safety_score,velocity_score,action_stability_score,task_efficiency_score,scenario_alignment_score,explanation_source
0.132,0.373,0.379,0.134,0.158,0.02,0.955,0.721,0.187,captum_and_trajectory
