target_absolute_score,uav_absolute_score,target_relative_score,inter_uav_coordination_score,safety_score,velocity_score,action_stability_score,task_efficiency_score,scenario_alignment_score,explanation_source
0.0,0.024,0.808,0.345,0.393,0.0,1.0,0.718,0.663,rule_and_trajectory
